point_id,Longitude,Latitude,phenophase_date,image_date,days_to_image,region,crop_type,phenophase_name,B_B01,B_B02,B_B03,B_B04,B_B05,B_B06,B_B07,B_B08,B_B09,B_B11,B_B12,B_B8A,NDVI,NDBI,NDMI,GNDVI,EVI,MNDWI
1,125.5264398,49.33953333,2018/6/7,2018-05-29,9,region09,soybean,Greenup,0.0644999966025352,0.061099998652935,0.0759999975562095,0.0741000026464462,0.1159999966621398,0.1818999946117401,0.2242999970912933,0.2171999961137771,0.1923999935388565,0.2362000048160553,0.1907999962568283,0.219200000166893,0.4912461176668945,0.0419056212247748,-0.0419056212247748,0.4815825429945139,0.2972456292638892,-0.513132626657781
1,125.5264398,49.33953333,2018/6/30,2018-06-28,2,region09,soybean,MidGreenup,31.0,23.0,21.0,16.0,25.0,56.0,66.0,59.0,14.0,49.0,28.0,75.0,0.5733333333333334,-0.0925925925925925,0.0925925925925925,0.475,-6.515151515151516,-0.4
1,125.5264398,49.33953333,2018/8/6,2018-07-31,6,region09,soybean,Peak,0.0262000001966953,0.0267999991774559,0.0456000007688999,0.0236000008881092,0.0723000019788742,0.3418999910354614,0.4483999907970428,0.4016000032424927,0.5685999989509583,0.197500005364418,0.0923999994993209,0.4652999937534332,0.8889934117645946,-0.3406776747552868,0.3406776747552868,0.7960643991061402,0.7040679447979706,-0.6248457456320053
1,125.5264398,49.33953333,2018/7/22,2018-07-26,4,region09,soybean,Maturity,0.0249000005424022,0.0228000003844499,0.0463000014424324,0.0223999992012977,0.0771000012755394,0.3136000037193298,0.400299996137619,0.4072000086307525,0.5669999718666077,0.2107000052928924,0.0926000028848648,0.4404999911785126,0.895716951615816,-0.3180126216377492,0.3180126216377492,0.7958103620109707,0.701882403986009,-0.6396887141710068
1,125.5264398,49.33953333,2018/9/12,2018-09-09,3,region09,soybean,MidSenescence,0.0194000005722045,0.0217000003904104,0.0337999984622001,0.0240000002086162,0.0678000003099441,0.2158000022172927,0.2414000034332275,0.2477999925613403,0.3005000054836273,0.1745000034570694,0.0903000012040138,0.2955999970436096,0.8233995522661464,-0.1735732649665369,0.1735732649665369,0.759943185087853,0.4552296367367045,-0.6754680926474502
1,125.5264398,49.33953333,2018/8/21,2018-08-15,6,region09,soybean,Senescence,0.0260000005364418,0.0209999997168779,0.0395000018179416,0.0209999997168779,0.0676999986171722,0.3185000121593475,0.4198000133037567,0.4088000059127807,0.590399980545044,0.2055999934673309,0.0857999995350837,0.4688000082969665,0.9022801328905854,-0.3307291872566162,0.3307291872566162,0.8237787145358789,0.7039134618665004,-0.6776825575050094
1,125.5264398,49.33953333,2018/10/3,2018-10-04,1,region09,soybean,Dormancy,0.0333999991416931,0.0197999998927116,0.0346999987959861,0.0445000007748603,0.09009999781847,0.1527000069618225,0.1643999963998794,0.1492000073194503,0.2140000015497207,0.1953999996185302,0.1246000006794929,0.1832000017166137,0.5405265987062454,0.1340684601535563,-0.1340684601535563,0.6226210153119353,0.2064763064795269,-0.6983920118636816
2,125.5319206,49.33910503,2018/6/6,2018-05-29,8,region09,soybean,Greenup,0.0625,0.0706000030040741,0.0860000029206276,0.0967999994754791,0.1216000020503997,0.1875,0.2148000001907348,0.2401999980211258,0.1863999962806701,0.2390999943017959,0.1909999996423721,0.2199999988079071,0.4255192866791975,-0.0022950213581241,0.0022950213581241,0.4727161086919564,0.2775842075425007,-0.4709319984288465
2,125.5319206,49.33910503,2018/6/29,2018-06-28,1,region09,soybean,MidGreenup,32.0,25.0,24.0,19.0,25.0,54.0,61.0,67.0,13.0,53.0,33.0,72.0,0.5581395348837209,-0.1166666666666666,0.1166666666666666,0.4725274725274725,-21.818181818181817,-0.3766233766233766
2,125.5319206,49.33910503,2018/8/6,2018-07-31,6,region09,soybean,Peak,0.0261000003665685,0.0295000001788139,0.048700001090765,0.0240000002086162,0.062399998307228,0.3133000135421753,0.3605000078678131,0.4291999936103821,0.4842000007629394,0.1895000040531158,0.0898000001907348,0.4063000082969665,0.8940864936630978,-0.3874252310691548,0.3874252310691548,0.7961916650732781,0.7492880567765602,-0.591099915708662
2,125.5319206,49.33910503,2018/7/22,2018-07-26,4,region09,soybean,Maturity,0.0238000005483627,0.0233999993652105,0.0456000007688999,0.0223999992012977,0.0712999999523162,0.328900009393692,0.3921000063419342,0.4032000005245209,0.4918000102043152,0.2043000012636184,0.0921000018715858,0.4097000062465668,0.8947368457907502,-0.327407405227082,0.327407405227082,0.7967914410094348,0.6989207862589606,-0.6350540184232076
2,125.5319206,49.33910503,2018/9/11,2018-09-09,2,region09,soybean,MidSenescence,0.0171000007539987,0.0280000008642673,0.0469999983906745,0.0322999991476535,0.0781000033020973,0.2084999978542328,0.2430000007152557,0.3066000044345855,0.2657999992370605,0.1735000014305114,0.0995000004768371,0.2809000015258789,0.8093833059531644,-0.277233912472548,0.277233912472548,0.7341629071541566,0.5314243777302577,-0.5736961593760623
2,125.5319206,49.33910503,2018/8/21,2018-08-15,6,region09,soybean,Senescence,0.0256999991834163,0.0260000005364418,0.0502999983727932,0.0247000008821487,0.0732000023126602,0.3323999941349029,0.4311000108718872,0.4648000001907348,0.5162000060081482,0.2044000029563903,0.09009999781847,0.4830000102519989,0.899080691203222,-0.3891213329493886,0.3891213329493886,0.8046981226438904,0.7759167821850376,-0.6050255350585284
2,125.5319206,49.33910503,2018/10/2,2018-10-04,2,region09,soybean,Dormancy,0.0436999984085559,0.0423999987542629,0.0795999988913536,0.0953999981284141,0.1388999968767166,0.2032999992370605,0.2229000031948089,0.2763999998569488,0.2293000072240829,0.2466000020503997,0.1647000014781952,0.2508000135421753,0.4868208787232438,-0.0569789630934423,0.0569789630934423,0.55280899342007,0.2955970766404901,-0.5119558635098406
3,125.5273013,49.33491719,2018/5/31,2018-05-29,2,region09,soybean,Greenup,0.0658000037074089,0.0737999975681305,0.0846000015735626,0.1015999987721443,0.1147999987006187,0.128600001335144,0.1402000039815902,0.1498000025749206,0.1578000038862228,0.26460000872612,0.2445999979972839,0.1583999991416931,0.1917263466368675,0.2770270343158918,-0.2770270343158918,0.2781569959361279,0.0999253737152861,-0.5154639228048183
3,125.5273013,49.33491719,2018/6/26,2018-06-28,2,region09,soybean,MidGreenup,31.0,24.0,22.0,16.0,25.0,46.0,54.0,53.0,13.0,50.0,30.0,61.0,0.5362318840579711,-0.029126213592233,0.029126213592233,0.4133333333333333,-3.083333333333333,-0.3888888888888889
3,125.5273013,49.33491719,2018/8/5,2018-07-31,5,region09,soybean,Peak,0.0260000005364418,0.0309999994933605,0.0571999996900558,0.0248000007122755,0.0917000025510788,0.4097999930381775,0.5103999972343445,0.503600001335144,0.5187000036239624,0.2311999946832656,0.1058000028133392,0.5302000045776367,0.9061317160629008,-0.3707131302774988,0.3707131302774988,0.796005707612381,0.8430171093919053,-0.603328704535182
3,125.5273013,49.33491719,2018/7/21,2018-07-26,5,region09,soybean,Maturity,0.0238000005483627,0.0251000002026557,0.0573999993503093,0.0223999992012977,0.0953999981284141,0.3995000123977661,0.4833000004291534,0.486299991607666,0.5062000155448914,0.2249000072479248,0.1017000004649162,0.4977999925613403,0.9119323781953446,-0.3675477851242495,0.3675477851242495,0.7888541463862336,0.8096268581249266,-0.5933404321027854
3,125.5273013,49.33491719,2018/9/11,2018-09-09,2,region09,soybean,MidSenescence,0.0185000002384185,0.0285999998450279,0.0443999990820884,0.034800000488758,0.0943000018596649,0.1759999990463256,0.2073000073432922,0.2502000033855438,0.2628999948501587,0.1586000025272369,0.0890000015497207,0.2594000101089477,0.7557894735741373,-0.224070448956525,0.224070448956525,0.6985743468419238,0.4327039003657481,-0.5625615888660286
3,125.5273013,49.33491719,2018/8/20,2018-08-15,5,region09,soybean,Senescence,0.0266999993473291,0.0249000005424022,0.0496999993920326,0.0227000005543231,0.0859000012278556,0.4162999987602234,0.519599974155426,0.5218999981880188,0.5547000169754028,0.2214999943971634,0.0923999994993209,0.5485000014305115,0.916636060937404,-0.4040893284733712,0.4040893284733712,0.8261021707402221,0.84820062952431,-0.6334808220485103
3,125.5273013,49.33491719,2018/10/2,2018-10-04,2,region09,soybean,Dormancy,0.0197999998927116,0.0245999991893768,0.0357999987900257,0.0507999993860721,0.062899999320507,0.0678000003099441,0.0764999985694885,0.0835999995470047,0.0958999991416931,0.1604000031948089,0.134100005030632,0.0947000011801719,0.2440476221823854,0.3147541097737997,-0.3147541097737997,0.4003350202908203,0.0681119696569334,-0.6350662749453705
4,125.5355743,49.33544067,2018/5/28,2018-05-29,1,region09,soybean,Greenup,0.0581000000238418,0.0584000013768672,0.0640000030398368,0.0725999996066093,0.0992999970912933,0.1411000043153762,0.1653999984264373,0.1436000019311905,0.1889999955892563,0.2358999997377395,0.2027000039815902,0.1993999928236007,0.3283996383883822,0.2432147494088028,-0.2432147494088028,0.3834296579254059,0.1555380367020389,-0.5731910473685252
4,125.5355743,49.33544067,2018/6/24,2018-06-21,3,region09,soybean,MidGreenup,0.0287999995052814,0.0340000018477439,0.0372000001370906,0.0359000004827976,0.0635000020265579,0.1216000020503997,0.1477999985218048,0.1136000007390976,0.1659999936819076,0.1515000015497207,0.1000000014901161,0.1713999956846237,0.5197324389380695,0.1429649207220008,-0.1429649207220008,0.5066313007831731,0.18086592410577,-0.6057233725007364
4,125.5355743,49.33544067,2018/8/5,2018-07-31,5,region09,soybean,Peak,0.0251000002026557,0.026300000026822,0.0425999984145164,0.0210999995470047,0.0763000026345253,0.3300000131130218,0.4783999919891357,0.3463000059127807,0.492000013589859,0.2060000002384185,0.0939999967813491,0.4824999868869781,0.8851388174553838,-0.2540286150856084,0.2540286150856084,0.7809205557186654,0.6373221604723278,-0.6572807832232584
4,125.5355743,49.33544067,2018/7/21,2018-07-26,5,region09,soybean,Maturity,0.0230999998748302,0.0214000009000301,0.0445999987423419,0.0208999998867511,0.0808999985456466,0.3292999863624573,0.4332999885082245,0.3752000033855438,0.4968999922275543,0.2040999978780746,0.0966999977827072,0.4372999966144562,0.8944710946019171,-0.2953564735616283,0.2953564735616283,0.7875178727190417,0.6609581459741901,-0.6413349469367815
